From	To
4507	MTAP_HUMAN
4054	B9EG76_HUMAN
4054	LTBP3_HUMAN
4054	Q8WYU6_HUMAN
113835	ZN257_HUMAN
340393	TM249_HUMAN
343172	OR2T8_HUMAN
339448	CA174_HUMAN
359845	F101B_HUMAN
10472	ZBT18_HUMAN
10630	PDPN_HUMAN
81873	ARP5L_HUMAN
26188	OR1C1_HUMAN
55164	SHQ1_HUMAN
27039	PK2L2_HUMAN
79020	CG025_HUMAN
6335	SCN9A_HUMAN
101	ADAM8_HUMAN
101	Q14C66_HUMAN
55200	PKHG6_HUMAN
112840	WDR89_HUMAN
118924	F10C1_HUMAN
9663	LPIN2_HUMAN
7711	ZN155_HUMAN
24138	IFIT5_HUMAN
336	APOA2_HUMAN
1185	CLCN6_HUMAN
64172	OSGP2_HUMAN
6664	SOX11_HUMAN
51263	RM30_HUMAN
5096	PCCB_HUMAN
521	ATP5I_HUMAN
3627	CXL10_HUMAN
57410	E9PK59_HUMAN
57410	NTKL_HUMAN
54622	ARL15_HUMAN
26230	B3KW11_HUMAN
26230	TIAM2_HUMAN
10981	RAB32_HUMAN
79778	MILK2_HUMAN
79778	Q6UWK3_HUMAN
8454	B3KTW0_HUMAN
8454	CUL1_HUMAN
154743	BMT2_HUMAN
115426	UHRF2_HUMAN
157927	CI062_HUMAN
8872	CD123_HUMAN
9446	GSTO1_HUMAN
9446	V9HWG9_HUMAN
272	AMPD3_HUMAN
9376	B2R807_HUMAN
9376	S22A8_HUMAN
9761	MLEC_HUMAN
843	CASPA_HUMAN
5479	PPIB_HUMAN
54453	A1A4T0_HUMAN
54453	RIN2_HUMAN
757	TM50B_HUMAN
27037	TRM2A_HUMAN
23760	PIPNB_HUMAN
6611	B4DE40_HUMAN
6611	SPSY_HUMAN
57458	G3V207_HUMAN
57458	TMCC3_HUMAN
221496	LEMD2_HUMAN
57589	RIC1_HUMAN
654348	PRA16_HUMAN
284498	A2VCK6_HUMAN
284498	CA167_HUMAN
284498	Q8NDG0_HUMAN
619373	MBOA4_HUMAN
6046	BRD2_HUMAN
6046	X5CF57_HUMAN
114826	SMYD4_HUMAN
339168	TMM95_HUMAN
88455	AN13A_HUMAN
88455	Q3ZTS7_HUMAN
88455	Q9Y5A3_HUMAN
57528	A8K8W2_HUMAN
57528	KCD16_HUMAN
123720	WHAMM_HUMAN
3993	A0PJJ0_HUMAN
3993	J3QRV5_HUMAN
3993	L2GL2_HUMAN
402381	SOLH1_HUMAN
126393	HSPB6_HUMAN
126393	V9HWB6_HUMAN
55057	AIM1L_HUMAN
55057	Q9NWG5_HUMAN
51471	NAT8B_HUMAN
5649	RELN_HUMAN
8303	SNN_HUMAN
56889	TM9S3_HUMAN
114908	PORIM_HUMAN
3762	KCNJ5_HUMAN
55652	HRG1_HUMAN
64184	EP3B_HUMAN
64184	W0UV31_HUMAN
124739	UBP43_HUMAN
2671	ALR_HUMAN
84671	A8K1S9_HUMAN
84671	ZN347_HUMAN
163175	A5D6Y5_HUMAN
163175	LGI4_HUMAN
65109	REN3B_HUMAN
829	CAZA1_HUMAN
1297	CO9A1_HUMAN
3135	HLAG_HUMAN
3135	Q6DU14_HUMAN
5325	A1YLA1_HUMAN
5325	A1YLA2_HUMAN
5325	PLAL1_HUMAN
56257	MEPCE_HUMAN
1984	IF5A1_HUMAN
482	AT1B2_HUMAN
51569	UFM1_HUMAN
801	B4DJ51_HUMAN
801	CALM_HUMAN
801	E7ETZ0_HUMAN
6367	CCL22_HUMAN
869	CBLN1_HUMAN
10298	PAK4_HUMAN
828	CAYP1_HUMAN
828	K7EL21_HUMAN
828	Q96ET4_HUMAN
27332	A8K583_HUMAN
27332	ZN638_HUMAN
2114	ETS2_HUMAN
29998	GSCR1_HUMAN
8712	PAGE1_HUMAN
10009	KAISO_HUMAN
2157	FA8_HUMAN
347733	TBB2B_HUMAN
337959	KR132_HUMAN
147841	SPC24_HUMAN
3266	RASE_HUMAN
79932	K319L_HUMAN
57282	S4A10_HUMAN
80352	Q96QB5_HUMAN
80352	RNF39_HUMAN
387718	E9PJL2_HUMAN
387718	TEX36_HUMAN
116534	MRGRE_HUMAN
116534	W4VSQ4_HUMAN
100132386	KRA49_HUMAN
8028	AF10_HUMAN
8028	Q59EQ6_HUMAN
8028	Q6N002_HUMAN
283948	NHLC4_HUMAN
3745	KCNB1_HUMAN
4907	5NTD_HUMAN
4907	Q6NZX3_HUMAN
4705	NDUAA_HUMAN
286223	CI047_HUMAN
9208	B4DPC0_HUMAN
9208	LRRF1_HUMAN
195814	B3KT84_HUMAN
195814	RDHE2_HUMAN
4061	LY6E_HUMAN
51754	TMM8B_HUMAN
56623	INP5E_HUMAN
22944	B4DX32_HUMAN
22944	F5GXB3_HUMAN
22944	KIN17_HUMAN
10580	B4DTX5_HUMAN
10580	SRBS1_HUMAN
84881	RUSD4_HUMAN
84872	ZC3HA_HUMAN
90507	J3QL71_HUMAN
90507	SCRN2_HUMAN
3690	ITB3_HUMAN
26152	A8K5C0_HUMAN
26152	B4DSM2_HUMAN
26152	Q6ZUQ0_HUMAN
26152	ZN337_HUMAN
5027	P2RX7_HUMAN
5638	Q8NEK6_HUMAN
5638	TMG1_HUMAN
7341	SUMO1_HUMAN
50848	JAM1_HUMAN
50848	Q6FIB4_HUMAN
10223	GPA33_HUMAN
10130	PDIA6_HUMAN
4211	F5GYS8_HUMAN
4211	F8W8U3_HUMAN
4211	MEIS1_HUMAN
6747	SSRG_HUMAN
941	A0N0P2_HUMAN
941	CD80_HUMAN
3187	E9PCY7_HUMAN
3187	G8JLB6_HUMAN
3187	HNRH1_HUMAN
10923	Q6IBA2_HUMAN
10923	TCP4_HUMAN
3578	IL9_HUMAN
5754	PTK7_HUMAN
84071	ARMC2_HUMAN
84071	B4DGF5_HUMAN
84071	G5E993_HUMAN
79706	PKRI1_HUMAN
64089	SNX16_HUMAN
1317	COPT1_HUMAN
474354	LRC18_HUMAN
23503	ZFY26_HUMAN
285242	5HT3E_HUMAN
5612	P52K_HUMAN
51026	GOT1B_HUMAN
85004	RERG_HUMAN
55089	S38A4_HUMAN
55703	Q7Z3R8_HUMAN
55703	RPC2_HUMAN
114088	TRIM9_HUMAN
23093	TTLL5_HUMAN
5104	B4DDH1_HUMAN
5104	IPSP_HUMAN
91608	RSLAB_HUMAN
9050	PPIP2_HUMAN
220134	SKA1_HUMAN
9525	VPS4B_HUMAN
112398	EGLN2_HUMAN
23636	NUP62_HUMAN
6640	SNTA1_HUMAN
3588	I10R2_HUMAN
7031	TFF1_HUMAN
171568	RPC8_HUMAN
2797	GON2_HUMAN
1729	DIAP1_HUMAN
1729	Q6URC4_HUMAN
284348	LYPD5_HUMAN
157570	ESCO2_HUMAN
200232	F209A_HUMAN
284355	B7ZMM8_HUMAN
284355	D2CFI5_HUMAN
284355	TPRX1_HUMAN
23510	KCTD2_HUMAN
23510	Q8IYY2_HUMAN
439921	MXRA7_HUMAN
439921	Q6ZR64_HUMAN
4063	LY9_HUMAN
4063	Q05CA2_HUMAN
4063	Q0VAI0_HUMAN
4063	Q5VYH9_HUMAN
5915	F1D8S6_HUMAN
5915	Q3SB16_HUMAN
5915	Q5QHG3_HUMAN
5915	Q86UC5_HUMAN
5915	RARB_HUMAN
57700	F16B1_HUMAN
728224	KRA48_HUMAN
84162	K1109_HUMAN
257160	RN214_HUMAN
6272	SORT_HUMAN
286204	CRUM2_HUMAN
283078	MKX_HUMAN
9024	B3KVE9_HUMAN
9024	B4DLY3_HUMAN
9024	BRSK2_HUMAN
9024	E9PLM7_HUMAN
27165	GLSL_HUMAN
60490	COAC_HUMAN
60490	H3BQB0_HUMAN
60490	H3BRQ0_HUMAN
60490	H3BSE3_HUMAN
51693	TPC2L_HUMAN
260429	PRS33_HUMAN
65266	WNK4_HUMAN
9675	D6W4K3_HUMAN
9675	TTI1_HUMAN
10963	STIP1_HUMAN
10963	V9HW72_HUMAN
54973	C9IYS7_HUMAN
54973	INT11_HUMAN
9655	SOCS5_HUMAN
60684	TPC11_HUMAN
22948	TCPE_HUMAN
22948	V9HW37_HUMAN
11119	A8K547_HUMAN
11119	BT3A1_HUMAN
154881	KCTD7_HUMAN
80228	B4DUB4_HUMAN
80228	ORAI2_HUMAN
1584	C11B1_HUMAN
1584	Q4VAR0_HUMAN
1584	Q8TDD0_HUMAN
157638	FA84B_HUMAN
29979	UBQL1_HUMAN
7248	Q32NF0_HUMAN
7248	Q86WV8_HUMAN
7248	TSC1_HUMAN
7248	X5D9D2_HUMAN
11067	DEPP_HUMAN
23387	A1A5A9_HUMAN
23387	H0Y494_HUMAN
23387	J3KPC8_HUMAN
23387	SIK3_HUMAN
55823	B7Z879_HUMAN
55823	VPS11_HUMAN
1910	EDNRB_HUMAN
122786	FRMD6_HUMAN
51310	S22AH_HUMAN
771	CAH12_HUMAN
6898	ATTY_HUMAN
10241	CACO2_HUMAN
54903	F5H5Y8_HUMAN
54903	MKS1_HUMAN
6928	E0YMJ6_HUMAN
6928	HNF1B_HUMAN
6928	Q6FHW6_HUMAN
27335	EIF3K_HUMAN
27335	K7ERF1_HUMAN
2769	GNA15_HUMAN
126410	CP4FN_HUMAN
83606	B4DL90_HUMAN
83606	B5MCL7_HUMAN
83606	E7EX77_HUMAN
83606	E9PGZ7_HUMAN
83606	GUCD1_HUMAN
83606	Q7Z629_HUMAN
125061	KFA_HUMAN
412	STS_HUMAN
653319	K895L_HUMAN
10665	B4DXY0_HUMAN
10665	CF010_HUMAN
10665	E9PLW3_HUMAN
10665	E9PMB1_HUMAN
10665	Q13647_HUMAN
144501	K2C80_HUMAN
345895	B3KTA9_HUMAN
345895	RSH4A_HUMAN
23254	KAZRN_HUMAN
54939	COMD4_HUMAN
54939	H3BQF2_HUMAN
54939	H3BUL2_HUMAN
282973	JKIP3_HUMAN
344758	GP149_HUMAN
344758	Q2MKA6_HUMAN
255313	CT47A_HUMAN
284443	ZN493_HUMAN
285855	RL7L_HUMAN
11237	RNF24_HUMAN
4253	CTGE5_HUMAN
4253	Q4G155_HUMAN
4253	Q59FD2_HUMAN
643641	ZN862_HUMAN
54455	FBX42_HUMAN
9411	RHG29_HUMAN
414157	CJ062_HUMAN
26085	KLK13_HUMAN
64328	XPO4_HUMAN
535	Q53ET5_HUMAN
535	Q53X12_HUMAN
535	Q5CZH6_HUMAN
535	VPP1_HUMAN
343171	OR2W3_HUMAN
2335	FINC_HUMAN
2335	Q6MZF4_HUMAN
2335	Q6MZM7_HUMAN
2335	Q6N084_HUMAN
2335	Q9UQS6_HUMAN
2257	FGF12_HUMAN
79799	UD2A3_HUMAN
7531	1433E_HUMAN
7531	V9HW98_HUMAN
56112	PCDG3_HUMAN
285679	CE060_HUMAN
85315	B3KXW6_HUMAN
85315	MPRB_HUMAN
353345	GP141_HUMAN
6288	SAA1_HUMAN
4940	OAS3_HUMAN
80324	E5KMT5_HUMAN
80324	E5KMT6_HUMAN
80324	TRUA_HUMAN
8140	LAT1_HUMAN
10781	ZN266_HUMAN
23523	CABIN_HUMAN
84645	EVG1_HUMAN
28232	SO3A1_HUMAN
9213	XPR1_HUMAN
4807	HEN1_HUMAN
4807	Q5T203_HUMAN
3078	FHR1_HUMAN
632	OSTCN_HUMAN
55924	F212B_HUMAN
4184	MCSP_HUMAN
4184	Q5T7P5_HUMAN
5876	A8KAJ2_HUMAN
5876	PGTB2_HUMAN
5876	Q6IB63_HUMAN
5877	MSS4_HUMAN
5877	Q53EV1_HUMAN
4170	C8YZ26_HUMAN
4170	MCL1_HUMAN
98	ACYP2_HUMAN
56902	PNO1_HUMAN
57730	AN36B_HUMAN
27429	HTRA2_HUMAN
57217	B3KPK7_HUMAN
57217	F5H4E1_HUMAN
57217	G5E9G4_HUMAN
57217	I6L9J2_HUMAN
57217	Q2T9J9_HUMAN
57217	TTC7A_HUMAN
57018	C9JPL0_HUMAN
57018	CCNL1_HUMAN
1635	DCTD_HUMAN
57763	ANRA2_HUMAN
81789	TIGD6_HUMAN
6722	SRF_HUMAN
27342	A8K3R3_HUMAN
27342	B3KMF1_HUMAN
27342	RABX5_HUMAN
30968	STML2_HUMAN
400	ARL1_HUMAN
400	B4DZG7_HUMAN
122011	KC1AL_HUMAN
80153	EDC3_HUMAN
1039	CDR2_HUMAN
10942	TEST_HUMAN
83985	H3BMF4_HUMAN
83985	SPNS1_HUMAN
3768	KCJ12_HUMAN
114132	SIG11_HUMAN
9141	B4DE64_HUMAN
9141	PDCD5_HUMAN
56926	NCLN_HUMAN
49854	ZBT21_HUMAN
5155	PDGFB_HUMAN
2000	ELF4_HUMAN
286530	P2RY8_HUMAN
284359	IZUM1_HUMAN
285268	ZN621_HUMAN
84875	E9PNI7_HUMAN
84875	PAR10_HUMAN
389161	B4E2N8_HUMAN
389161	E9PHT4_HUMAN
729420	LMO7D_HUMAN
57704	F5H7P6_HUMAN
57704	GBA2_HUMAN
5522	2ABG_HUMAN
55599	RBM40_HUMAN
57724	EPG5_HUMAN
57724	Q9BTI0_HUMAN
26011	TEN4_HUMAN
1401	CRP_HUMAN
3925	STMN1_HUMAN
473	B1AKN3_HUMAN
473	RERE_HUMAN
26289	KAD5_HUMAN
55676	B3KU87_HUMAN
55676	B5MCR8_HUMAN
55676	ZNT6_HUMAN
151473	MOT14_HUMAN
10675	B7Z2E0_HUMAN
10675	CSPG5_HUMAN
1719	B0YJ76_HUMAN
1719	B4DDD2_HUMAN
1719	B4DM58_HUMAN
1719	DYR_HUMAN
3123	2B13_HUMAN
3123	2B1F_HUMAN
3123	2B1G_HUMAN
3123	D7RIH8_HUMAN
3123	Q5Y7D1_HUMAN
3123	X5DNQ0_HUMAN
116138	KLDC3_HUMAN
55005	RMND1_HUMAN
4915	NTRK2_HUMAN
4915	Q548C2_HUMAN
4915	Q5VWE5_HUMAN
79746	ECHD3_HUMAN
26001	I3L0L6_HUMAN
26001	RN167_HUMAN
1825	DSC3_HUMAN
57144	B0AZM9_HUMAN
57144	PAK7_HUMAN
56894	PLCC_HUMAN
154796	AMOT_HUMAN
407	ARRC_HUMAN
55190	NUD11_HUMAN
8444	DYRK3_HUMAN
117583	PAR3L_HUMAN
55204	GLP3L_HUMAN
84289	ING5_HUMAN
7520	XRCC5_HUMAN
84524	ZC3H8_HUMAN
10342	Q05BK6_HUMAN
10342	TFG_HUMAN
821	CALX_HUMAN
153768	PRLD2_HUMAN
6496	SIX3_HUMAN
55069	TM248_HUMAN
64759	TENS3_HUMAN
136332	LRGUK_HUMAN
9650	B4E3G8_HUMAN
9650	MTFR1_HUMAN
80256	F214B_HUMAN
4288	KI67_HUMAN
4714	NDUB8_HUMAN
3747	KCNC2_HUMAN
241	AL5AP_HUMAN
5700	PRS4_HUMAN
5700	Q53XL8_HUMAN
8926	SNURF_HUMAN
10664	CTCF_HUMAN
59344	J3KPH2_HUMAN
59344	LOXE3_HUMAN
80131	LRC8E_HUMAN
7380	UPK3A_HUMAN
144100	PKHA7_HUMAN
254950	KR151_HUMAN
11024	LIRA1_HUMAN
57514	RHG31_HUMAN
57512	GP158_HUMAN
163786	SAS6_HUMAN
119764	OR4X2_HUMAN
26025	PCDGC_HUMAN
7343	UBF1_HUMAN
284418	F71E2_HUMAN
6941	D2IYK5_HUMAN
6941	TCF19_HUMAN
63027	C9J4Z0_HUMAN
63027	Q9UFY2_HUMAN
63027	S22AN_HUMAN
80005	DOCK5_HUMAN
80005	Q68DL4_HUMAN
404220	B3KW47_HUMAN
404220	CF201_HUMAN
404220	F8W941_HUMAN
3283	3BHS1_HUMAN
83591	THAP2_HUMAN
23043	TNIK_HUMAN
57484	RN150_HUMAN
55066	PDPR_HUMAN
6548	B2RAH2_HUMAN
6548	SL9A1_HUMAN
6506	A2A2U1_HUMAN
6506	EAA2_HUMAN
10989	IMMT_HUMAN
51304	B4DSK2_HUMAN
51304	F8W6M3_HUMAN
51304	ZDHC3_HUMAN
57650	CIP2A_HUMAN
57798	GATD1_HUMAN
79977	GRHL2_HUMAN
28977	RM42_HUMAN
283629	TSSK4_HUMAN
54757	B7Z4Y3_HUMAN
54757	FA20A_HUMAN
54757	L8B8N7_HUMAN
54757	Q8IYA5_HUMAN
148103	ZN599_HUMAN
249	PPBT_HUMAN
57823	B4DVL7_HUMAN
57823	B4DW98_HUMAN
57823	SLAF7_HUMAN
2590	B7Z6K2_HUMAN
2590	G3V1S6_HUMAN
2590	GALT2_HUMAN
54587	MXRA8_HUMAN
84100	ARL6_HUMAN
54545	MTMRC_HUMAN
6695	TICN1_HUMAN
56288	PARD3_HUMAN
56288	Q5VWV2_HUMAN
6561	A4D0X1_HUMAN
6561	S13A1_HUMAN
85479	DNJ5B_HUMAN
114789	SCMC2_HUMAN
79608	B7Z3Z0_HUMAN
79608	D3DQU6_HUMAN
79608	RIC3_HUMAN
64137	ABCG4_HUMAN
2313	FLI1_HUMAN
2249	FGF4_HUMAN
1948	EFNB2_HUMAN
3356	5HT2A_HUMAN
5607	MP2K5_HUMAN
11345	GBRL2_HUMAN
84264	B4DED4_HUMAN
84264	HAGHL_HUMAN
28958	COA3_HUMAN
10614	HEXI1_HUMAN
64849	B4DF27_HUMAN
64849	S13A3_HUMAN
7327	UB2G2_HUMAN
23551	RHES_HUMAN
83481	EPIPL_HUMAN
2925	GRPR_HUMAN
2925	X5D7H2_HUMAN
337960	KR133_HUMAN
5940	RBY1A_HUMAN
58476	T53I2_HUMAN
390892	OR7AA_HUMAN
23355	B3KPR6_HUMAN
23355	VPS8_HUMAN
440533	PSG8_HUMAN
63827	PGCB_HUMAN
51222	ZN219_HUMAN
23131	GPTC8_HUMAN
6533	B4E140_HUMAN
6533	Q59GD7_HUMAN
6533	SC6A6_HUMAN
196403	DTX3_HUMAN
1417	CRBB3_HUMAN
494115	RMXL1_HUMAN
987	F5H1X8_HUMAN
987	LRBA_HUMAN
56138	PCDAB_HUMAN
5150	PDE7A_HUMAN
22982	DIP2C_HUMAN
22982	Q86XV3_HUMAN
4704	NDUA9_HUMAN
55778	ZN839_HUMAN
57680	CHD8_HUMAN
26083	TBC29_HUMAN
284131	ENDOV_HUMAN
148137	CS055_HUMAN
1837	B7Z3X3_HUMAN
1837	DTNA_HUMAN
103	DSRAD_HUMAN
8853	ASAP2_HUMAN
9689	BZW1_HUMAN
9689	Q3LIC9_HUMAN
7767	ZN224_HUMAN
55081	IFT57_HUMAN
5210	F264_HUMAN
5210	Q5XLC2_HUMAN
5210	Q5XLC3_HUMAN
345275	DHB13_HUMAN
2909	RHG35_HUMAN
51149	CE045_HUMAN
285704	J3KNF6_HUMAN
285704	RGMB_HUMAN
4117	F8VBW7_HUMAN
4117	MAK_HUMAN
23493	HEY2_HUMAN
23493	Q5TF93_HUMAN
29960	RRMJ2_HUMAN
29960	V9HWJ9_HUMAN
3092	B4DK46_HUMAN
3092	HIP1_HUMAN
3092	V5LU97_HUMAN
51606	B3KUZ7_HUMAN
51606	VATH_HUMAN
1671	DEF6_HUMAN
9684	LRC14_HUMAN
5711	PSMD5_HUMAN
5540	NPY4R_HUMAN
85016	CK070_HUMAN
85016	Q7Z2V0_HUMAN
26297	A8K8C1_HUMAN
26297	SRGEF_HUMAN
4718	NDUC2_HUMAN
2054	STX2_HUMAN
9351	NHRF2_HUMAN
79701	OGFD3_HUMAN
56919	B4DIS6_HUMAN
56919	DHX33_HUMAN
10481	HXB13_HUMAN
10481	Q4KR72_HUMAN
9043	JIP4_HUMAN
9043	Q5JB53_HUMAN
92126	DSEL_HUMAN
26065	LS14A_HUMAN
6929	Q2TB39_HUMAN
6929	TFE2_HUMAN
3170	B0ZTD4_HUMAN
3170	FOXA2_HUMAN
3055	A8K4G3_HUMAN
3055	HCK_HUMAN
11254	B2R8J1_HUMAN
11254	S6A14_HUMAN
1536	CY24B_HUMAN
1947	EFNB1_HUMAN
340348	TSN33_HUMAN
57215	THA11_HUMAN
1296	CO8A2_HUMAN
1296	E9PP49_HUMAN
146850	B3KRK9_HUMAN
146850	PI3R6_HUMAN
9144	Q3KQZ2_HUMAN
9144	SNG2_HUMAN
26341	OR5H1_HUMAN
400120	SRTM1_HUMAN
57198	AT8B2_HUMAN
57198	Q6P3T1_HUMAN
388677	NT2NL_HUMAN
83878	USBP1_HUMAN
389376	SFTA2_HUMAN
30837	J9JID8_HUMAN
30837	SOCS7_HUMAN
337882	KR191_HUMAN
159013	CX038_HUMAN
256714	MA7D2_HUMAN
1660	B3KU66_HUMAN
1660	DHX9_HUMAN
115286	F8WAB8_HUMAN
115286	SAMC_HUMAN
9497	S4A7_HUMAN
285598	ARL10_HUMAN
285598	Q6PCE2_HUMAN
2128	B4DQJ0_HUMAN
2128	EVX1_HUMAN
83643	CCDC3_HUMAN
9859	CE170_HUMAN
5527	2A5G_HUMAN
7773	ZN230_HUMAN
4125	A8K6A7_HUMAN
4125	MA2B1_HUMAN
353514	LIRA5_HUMAN
81554	Q8IW88_HUMAN
81554	Q8N572_HUMAN
81554	WBS16_HUMAN
83734	ATG10_HUMAN
3126	DRB4_HUMAN
3126	X5D2U9_HUMAN
100506144	ZMYNB_HUMAN
25936	NSL1_HUMAN
25936	Q53FM2_HUMAN
25936	Q5SY74_HUMAN
80723	S35G2_HUMAN
205428	B3KTD4_HUMAN
205428	DIA1_HUMAN
56172	ANKH_HUMAN
64979	RM36_HUMAN
262	A6NNH3_HUMAN
262	B4DZ60_HUMAN
262	DCAM_HUMAN
262	Q5VXN5_HUMAN
262	Q6N0B2_HUMAN
10652	A4D2J0_HUMAN
10652	YKT6_HUMAN
55281	TM140_HUMAN
130574	LYPD6_HUMAN
50862	RN141_HUMAN
9781	R144A_HUMAN
5830	B4DR50_HUMAN
5830	B4E0T2_HUMAN
5830	PEX5_HUMAN
1073	COF2_HUMAN
1073	Q549N0_HUMAN
5873	A2RU94_HUMAN
5873	RB27A_HUMAN
9738	CP110_HUMAN
2696	GIPR_HUMAN
1844	DUS2_HUMAN
2623	GATA1_HUMAN
5163	PDK1_HUMAN
340481	ZDH21_HUMAN
124989	EFC13_HUMAN
219578	Z804B_HUMAN
7114	A2VCK8_HUMAN
7114	Q0P5T0_HUMAN
7114	TYB4_HUMAN
64710	NUCKS_HUMAN
54585	LZTL1_HUMAN
55	PPAP_HUMAN
9622	KLK4_HUMAN
10054	B3KWB9_HUMAN
10054	SAE2_HUMAN
11100	B7Z4B8_HUMAN
11100	HNRL1_HUMAN
84687	D3DTX6_HUMAN
84687	NEB2_HUMAN
4152	A8K654_HUMAN
4152	B4DI41_HUMAN
4152	B4DUR3_HUMAN
4152	MBD1_HUMAN
23129	PLXD1_HUMAN
54205	CYC_HUMAN
54205	G4XXL9_HUMAN
3068	HDGF_HUMAN
765	B4DUH8_HUMAN
765	CAH6_HUMAN
84838	ZN496_HUMAN
7006	TEC_HUMAN
64854	UBP46_HUMAN
3308	HSP74_HUMAN
51622	CCZ1B_HUMAN
51622	CCZ1_HUMAN
3665	IRF7_HUMAN
3665	M9RSF4_HUMAN
8342	H2B1M_HUMAN
146434	ZN597_HUMAN
285601	G4XH61_HUMAN
285601	GP150_HUMAN
207063	DHRSX_HUMAN
11040	PIM2_HUMAN
4303	FOXO4_HUMAN
2707	CXB3_HUMAN
149473	CCD24_HUMAN
84269	CHCH5_HUMAN
84269	Q8N8C4_HUMAN
81618	B8ZZM6_HUMAN
81618	ITM2C_HUMAN
56648	IF5A2_HUMAN
83478	RHG24_HUMAN
9908	G3BP2_HUMAN
815	A8K161_HUMAN
815	KCC2A_HUMAN
815	Q7LDD5_HUMAN
815	Q8IWE0_HUMAN
79646	PANK3_HUMAN
60682	SMAP1_HUMAN
3354	5HT1E_HUMAN
401251	SAPC1_HUMAN
83698	A4D1Z1_HUMAN
83698	CABP8_HUMAN
286006	LSME1_HUMAN
2289	FKBP5_HUMAN
2289	Q2TA84_HUMAN
3190	B4DUQ1_HUMAN
3190	HNRPK_HUMAN
3190	Q6IBN1_HUMAN
10539	GLRX3_HUMAN
29763	PACN3_HUMAN
117854	TRIM6_HUMAN
84447	SYVN1_HUMAN
55885	LMO3_HUMAN
55885	Q9NYC6_HUMAN
144321	GRPL2_HUMAN
10284	SAP18_HUMAN
10284	X6RAL5_HUMAN
9445	ITM2B_HUMAN
2903	NMDE1_HUMAN
2903	Q547U9_HUMAN
164	AP1G1_HUMAN
164	Q8IY97_HUMAN
51728	RPC10_HUMAN
54700	F5H148_HUMAN
54700	RRN3_HUMAN
57409	MI4GD_HUMAN
9110	MTMR4_HUMAN
3487	IBP4_HUMAN
55197	RPR1A_HUMAN
1005	CADH7_HUMAN
634	CEAM1_HUMAN
634	Q3KRG8_HUMAN
29985	S39A3_HUMAN
376497	S27A1_HUMAN
5020	NEU1_HUMAN
5020	X5D7M6_HUMAN
26164	MTG2_HUMAN
8321	FZD1_HUMAN
6863	Q9Y494_HUMAN
6863	TKN1_HUMAN
140258	KR131_HUMAN
148930	KNCN_HUMAN
132949	ACSF4_HUMAN
132949	B4DFZ3_HUMAN
132949	B4E195_HUMAN
132949	B4E2K0_HUMAN
132949	G3V0G4_HUMAN
132949	R4GNB1_HUMAN
114804	RN157_HUMAN
1808	DPYL2_HUMAN
1808	Q59GB4_HUMAN
23034	G3V2R1_HUMAN
23034	Q8WW19_HUMAN
23034	SMAG1_HUMAN
125988	QIL1_HUMAN
340719	NANO1_HUMAN
255426	RGF1C_HUMAN
79002	CS043_HUMAN
223	AL9A1_HUMAN
223	B9EKV4_HUMAN
5792	PTPRF_HUMAN
204851	B4DZ33_HUMAN
204851	HIPK1_HUMAN
129787	TMM18_HUMAN
200931	OSTA_HUMAN
10244	RABEK_HUMAN
56904	B7ZC38_HUMAN
56904	SHLB2_HUMAN
3452	IFN21_HUMAN
408	ARRB1_HUMAN
408	B7Z1Q3_HUMAN
51272	BET1L_HUMAN
83758	RET5_HUMAN
159296	NKX23_HUMAN
51710	F8W7T7_HUMAN
51710	ZNF44_HUMAN
140690	A6XGM0_HUMAN
140690	A6XGM9_HUMAN
140690	CTCFL_HUMAN
140690	V9GY73_HUMAN
140690	V9GYX4_HUMAN
5586	PKN2_HUMAN
3766	KCJ10_HUMAN
1200	TPP1_HUMAN
5534	CANB1_HUMAN
5523	P2R3A_HUMAN
6480	B2R513_HUMAN
6480	SIAT1_HUMAN
84864	MINA_HUMAN
85438	CABS1_HUMAN
6728	SRP19_HUMAN
57150	SMIM8_HUMAN
57150	V9GYF9_HUMAN
3014	H2AX_HUMAN
9277	A8K806_HUMAN
9277	B4DP15_HUMAN
9277	WDR46_HUMAN
10687	PNMA2_HUMAN
10687	Q5U5Z3_HUMAN
51117	COQ4_HUMAN
84957	TR19L_HUMAN
254427	PRSR2_HUMAN
2615	LRC32_HUMAN
22818	COPZ1_HUMAN
115811	IQCD_HUMAN
8683	SRSF9_HUMAN
23168	RTF1_HUMAN
6376	A0N0N7_HUMAN
6376	X3CL1_HUMAN
752	FMNL_HUMAN
57716	PRAX_HUMAN
79090	B7TZ90_HUMAN
79090	TPC6A_HUMAN
83892	BACD3_HUMAN
5989	RFX1_HUMAN
116159	CYYR1_HUMAN
25814	ATX10_HUMAN
51616	TAF9B_HUMAN
9500	MAGD1_HUMAN
405	A8K6P0_HUMAN
405	ARNT_HUMAN
405	B0AZM1_HUMAN
405	Q53F30_HUMAN
143458	LRAD3_HUMAN
220323	E9PJ29_HUMAN
220323	OAF_HUMAN
10814	CPLX2_HUMAN
91133	F8W9S8_HUMAN
91133	LMBL4_HUMAN
27199	B2R986_HUMAN
27199	OXGR1_HUMAN
196483	FA86A_HUMAN
196483	K7ES84_HUMAN
375484	SIMC1_HUMAN
3621	ING1_HUMAN
339344	MYPOP_HUMAN
128637	Q9Y2V8_HUMAN
128637	TBC20_HUMAN
23241	PACS2_HUMAN
23241	Q8N7J0_HUMAN
