From	To
222171	A4D1A1_HUMAN
222171	PRR15_HUMAN
283643	CN080_HUMAN
90853	SPOC1_HUMAN
3646	EIF3E_HUMAN
5937	B4DN88_HUMAN
5937	RBMS1_HUMAN
11244	ZHX1_HUMAN
4603	MYBA_HUMAN
4603	Q495G0_HUMAN
23213	SULF1_HUMAN
151011	SEP10_HUMAN
378	ARF4_HUMAN
158506	E3SBK4_HUMAN
158506	ZN645_HUMAN
84254	F8W9H1_HUMAN
84254	KKCC1_HUMAN
3140	HMR1_HUMAN
793	CALB1_HUMAN
55118	CRAC1_HUMAN
10042	HMGX4_HUMAN
10042	Q7Z641_HUMAN
200523	TEX37_HUMAN
131368	ZPLD1_HUMAN
150275	B7Z820_HUMAN
150275	CC117_HUMAN
146760	R4RL1_HUMAN
54793	KCTD9_HUMAN
57578	UNC79_HUMAN
203413	KKLC1_HUMAN
5373	F5H0W0_HUMAN
5373	PMM2_HUMAN
5373	Q59F02_HUMAN
93100	PNCB_HUMAN
6873	B3KMD8_HUMAN
6873	TAF2_HUMAN
23759	PPIL2_HUMAN
283229	EFC4A_HUMAN
51571	FA49B_HUMAN
51571	Q9NW21_HUMAN
116535	MRGRF_HUMAN
202243	CC125_HUMAN
92421	CHM4C_HUMAN
9683	N4BP1_HUMAN
55972	S2540_HUMAN
2131	EXT1_HUMAN
25960	GP124_HUMAN
25960	Q6YN44_HUMAN
26585	A6XAA7_HUMAN
26585	B3KTR9_HUMAN
26585	GREM1_HUMAN
59350	B3KV27_HUMAN
59350	B4DGP2_HUMAN
59350	Q59H16_HUMAN
59350	RXFP1_HUMAN
85406	DJC14_HUMAN
133383	SETD9_HUMAN
200634	KCP3_HUMAN
132321	CD033_HUMAN
59335	PRD12_HUMAN
64412	GZF1_HUMAN
9796	PHYIP_HUMAN
25938	F5H619_HUMAN
25938	HTR5A_HUMAN
158326	FREM1_HUMAN
2315	MAR1_HUMAN
3358	5HT2C_HUMAN
3358	K9J958_HUMAN
57711	ZN529_HUMAN
27240	SIT1_HUMAN
83932	SPRTN_HUMAN
79883	A8K3W6_HUMAN
79883	B7Z3M0_HUMAN
79883	PONL1_HUMAN
5999	RGS4_HUMAN
6687	SPG7_HUMAN
55363	HEMGN_HUMAN
3293	DHB3_HUMAN
3293	Q6FH62_HUMAN
55071	CI040_HUMAN
118442	GPR62_HUMAN
118442	Q8TAM0_HUMAN
5757	PTMA_HUMAN
5757	Q53S24_HUMAN
50618	A6H8W8_HUMAN
50618	ITSN2_HUMAN
167838	TXLNB_HUMAN
6656	SOX1_HUMAN
90594	ZN439_HUMAN
201595	STT3B_HUMAN
3955	LFNG_HUMAN
7436	Q5VVF5_HUMAN
7436	VLDLR_HUMAN
6279	S10A8_HUMAN
29775	CAR10_HUMAN
1029	CD2A1_HUMAN
1029	CD2A2_HUMAN
1029	G3XAG3_HUMAN
1029	K7PML8_HUMAN
90861	HN1L_HUMAN
115273	RAB42_HUMAN
153443	SRFB1_HUMAN
20	ABCA2_HUMAN
26118	WSB1_HUMAN
2239	GPC4_HUMAN
56108	PCDG7_HUMAN
84000	E9PRA0_HUMAN
84000	Q1RMF8_HUMAN
84000	TMPSD_HUMAN
10955	SERC3_HUMAN
113277	B7Z698_HUMAN
113277	B7Z779_HUMAN
113277	T106A_HUMAN
57706	DEN1A_HUMAN
57706	Q9HCG4_HUMAN
7903	SIA8D_HUMAN
23065	EMC1_HUMAN
199699	DAND5_HUMAN
4702	F5H7V7_HUMAN
4702	NDUA8_HUMAN
26098	EDRF1_HUMAN
11064	CNTRL_HUMAN
8939	FUBP3_HUMAN
90378	SAMD1_HUMAN
23566	LPAR3_HUMAN
10363	HM20A_HUMAN
4712	NDUB6_HUMAN
7093	TLL2_HUMAN
554313	B2R4R0_HUMAN
554313	H4_HUMAN
123264	OSTB_HUMAN
27145	FLIP1_HUMAN
23029	RBM34_HUMAN
284439	Q8NHH2_HUMAN
284439	S2542_HUMAN
2558	GBRA5_HUMAN
54796	BNC2_HUMAN
23279	NU160_HUMAN
51090	PLLP_HUMAN
51138	B3KM48_HUMAN
51138	CSN4_HUMAN
54900	LAX1_HUMAN
23246	BOP1_HUMAN
4052	B7ZLY3_HUMAN
4052	LTBP1_HUMAN
2172	FABP6_HUMAN
192666	K1C24_HUMAN
253152	EPHX4_HUMAN
84324	SARNP_HUMAN
653240	KR411_HUMAN
27040	LAT_HUMAN
5558	PRI2_HUMAN
10225	E9PEJ1_HUMAN
10225	TACT_HUMAN
57336	Q6PEZ3_HUMAN
57336	ZN287_HUMAN
51181	DCXR_HUMAN
134526	ACO12_HUMAN
134526	Q5FWE9_HUMAN
6594	B7ZLQ5_HUMAN
6594	SMCA1_HUMAN
2314	FLII_HUMAN
54951	COMD8_HUMAN
2018	EMX2_HUMAN
23122	B2RTR1_HUMAN
23122	CLAP2_HUMAN
57513	CSKI2_HUMAN
203100	B4DTF7_HUMAN
203100	HTRA4_HUMAN
9496	TBX4_HUMAN
56287	GKN1_HUMAN
56287	Q53YU7_HUMAN
79839	A1A4H1_HUMAN
79839	C102B_HUMAN
8462	B7ZAX4_HUMAN
8462	KLF11_HUMAN
8462	Q53QU8_HUMAN
1677	B4DZS0_HUMAN
1677	DFFB_HUMAN
1677	Q96P73_HUMAN
1244	MRP2_HUMAN
23420	NOMO1_HUMAN
22820	COPG1_HUMAN
51434	APC7_HUMAN
51434	Q4KMX6_HUMAN
51434	Q69YV3_HUMAN
81792	ATS12_HUMAN
203102	ADA32_HUMAN
1396	CRIP1_HUMAN
1894	ECT2_HUMAN
1894	G5E9L8_HUMAN
1466	CSRP2_HUMAN
1466	F8VW96_HUMAN
51124	IR3IP_HUMAN
29072	SETD2_HUMAN
29110	TBK1_HUMAN
64943	NT5D2_HUMAN
253980	BACD1_HUMAN
258	AMBN_HUMAN
258	Q546D7_HUMAN
81832	NETO1_HUMAN
83939	EIF2A_HUMAN
1824	DSC2_HUMAN
6165	RL35A_HUMAN
221061	B3KMX9_HUMAN
221061	F1711_HUMAN
221061	Q9Y438_HUMAN
28998	RM13_HUMAN
795	S100G_HUMAN
81706	PP14C_HUMAN
5602	A8MWW6_HUMAN
5602	MK10_HUMAN
5602	Q499Y8_HUMAN
1793	B2RUU3_HUMAN
1793	DOCK1_HUMAN
51427	Q8WVL4_HUMAN
51427	ZN107_HUMAN
3127	DRB5_HUMAN
54870	A1L3Z9_HUMAN
54870	QRIC1_HUMAN
11212	PROSC_HUMAN
2277	VEGFD_HUMAN
4921	DDR2_HUMAN
9352	TXNL1_HUMAN
9352	V9HW51_HUMAN
7592	ZNF41_HUMAN
139231	B0QYU2_HUMAN
139231	F199X_HUMAN
7504	XK_HUMAN
59353	TMM35_HUMAN
27336	HTSF1_HUMAN
23136	A8K968_HUMAN
23136	E41L3_HUMAN
2747	DHE4_HUMAN
1287	A7MBN3_HUMAN
1287	CO4A5_HUMAN
1287	Q49AM6_HUMAN
9367	RAB9A_HUMAN
3028	HCD2_HUMAN
26548	ITBP2_HUMAN
83876	MSTRO_HUMAN
2717	AGAL_HUMAN
2717	Q53Y83_HUMAN
60343	D3DWX8_HUMAN
60343	FAM3A_HUMAN
60343	Q9BU27_HUMAN
2664	GDIA_HUMAN
26040	SETBP_HUMAN
28227	P2R3B_HUMAN
27018	BEX3_HUMAN
4168	B2R9S6_HUMAN
4168	MCF2_HUMAN
4935	GP143_HUMAN
159119	HSFY1_HUMAN
442867	VCY2_HUMAN
8880	B4DT31_HUMAN
8880	FUBP1_HUMAN
10627	J3QRS3_HUMAN
10627	ML12A_HUMAN
10236	B4DT28_HUMAN
10236	HNRPR_HUMAN
10236	Q0VGD6_HUMAN
10236	Q6MZS5_HUMAN
22802	CLCA4_HUMAN
1298	CO9A2_HUMAN
1298	D3DPU8_HUMAN
4998	B7Z8H0_HUMAN
4998	ORC1_HUMAN
4998	Q96F82_HUMAN
1733	IOD1_HUMAN
9557	B4DDE1_HUMAN
9557	B4DPN5_HUMAN
9557	CHD1L_HUMAN
9557	Q9H678_HUMAN
64645	HIAT1_HUMAN
7143	A1L306_HUMAN
7143	TENR_HUMAN
10964	B4E019_HUMAN
10964	IF44L_HUMAN
9410	A0MNP2_HUMAN
9410	SNR40_HUMAN
1163	CKS1_HUMAN
1163	Q5T178_HUMAN
946	SIGL6_HUMAN
64216	TFB2M_HUMAN
10209	EIF1_HUMAN
10209	Q6IAV3_HUMAN
27285	TEKT2_HUMAN
54955	B4DRQ5_HUMAN
54955	CA109_HUMAN
5909	RPGP1_HUMAN
26232	FBX2_HUMAN
56267	B4DW13_HUMAN
56267	KAT3_HUMAN
55224	EKI2_HUMAN
84824	A6NC03_HUMAN
84824	A6NL20_HUMAN
84824	F5H720_HUMAN
84824	F8W743_HUMAN
84824	FCRLA_HUMAN
84824	G3V1J2_HUMAN
84824	Q5VXB1_HUMAN
84824	Q6MZF2_HUMAN
8490	RGS5_HUMAN
29922	NDK7_HUMAN
128061	CA131_HUMAN
51179	HAOX2_HUMAN
10998	S27A5_HUMAN
79927	F110D_HUMAN
7107	G137B_HUMAN
112950	MED8_HUMAN
6202	Q5JR94_HUMAN
6202	RS8_HUMAN
80128	B7Z3S2_HUMAN
80128	B7Z4F9_HUMAN
80128	F5GYK0_HUMAN
80128	TRI46_HUMAN
63036	CEL2A_HUMAN
515	AT5F1_HUMAN
515	Q08ET0_HUMAN
80095	F5H208_HUMAN
80095	Q9H7U2_HUMAN
80095	ZN606_HUMAN
163259	DEN2C_HUMAN
22823	B4DZ69_HUMAN
22823	B4DZG1_HUMAN
22823	MTF2_HUMAN
22823	Q7Z534_HUMAN
22823	Q96G26_HUMAN
11022	B4DJ68_HUMAN
11022	TDRKH_HUMAN
79626	TP8L2_HUMAN
5872	Q504R6_HUMAN
5872	RAB13_HUMAN
55650	PIGV_HUMAN
58155	PTBP2_HUMAN
6339	A6NNF7_HUMAN
6339	SCNND_HUMAN
3491	CYR61_HUMAN
3491	Q6FI18_HUMAN
22826	DNJC8_HUMAN
54206	B3KTV8_HUMAN
54206	ERRFI_HUMAN
54206	I6S2Y9_HUMAN
50604	IL20_HUMAN
84722	A8K0M8_HUMAN
84722	PSRC1_HUMAN
92346	CA105_HUMAN
92346	Q5R3C7_HUMAN
57185	A6NN97_HUMAN
57185	NPAL3_HUMAN
9926	LGAT1_HUMAN
602	BCL3_HUMAN
51094	ADR1_HUMAN
731	CO8A_HUMAN
388730	TMM81_HUMAN
80314	EPC1_HUMAN
2658	B2RC63_HUMAN
2658	GDF2_HUMAN
8516	B4DN28_HUMAN
8516	ITA8_HUMAN
2077	B7Z4R0_HUMAN
2077	ERF_HUMAN
57821	CC181_HUMAN
22849	B3KXC1_HUMAN
22849	CPEB3_HUMAN
22849	Q5QP71_HUMAN
8945	B2R8L3_HUMAN
8945	B7Z3H4_HUMAN
8945	FBW1A_HUMAN
8945	Q68DS0_HUMAN
2253	A1A515_HUMAN
2253	FGF8_HUMAN
81603	TRIM8_HUMAN
79991	STN1_HUMAN
55315	S29A3_HUMAN
5406	LIPP_HUMAN
1103	CLAT_HUMAN
1103	D3DX95_HUMAN
1103	Q6LEN5_HUMAN
1103	Q6LEN6_HUMAN
818	KCC2G_HUMAN
818	Q13280_HUMAN
818	Q5SWX3_HUMAN
10367	MICU1_HUMAN
5214	PFKAP_HUMAN
1959	EGR2_HUMAN
26507	CNNM1_HUMAN
692312	SSF1_HUMAN
55662	HIF1N_HUMAN
64210	MMS19_HUMAN
55760	DHX32_HUMAN
8513	LIPG_HUMAN
3087	HHEX_HUMAN
50624	CUZD1_HUMAN
22884	WDR37_HUMAN
9531	BAG3_HUMAN
91703	ACY3_HUMAN
8045	RASF7_HUMAN
120065	OR5P2_HUMAN
8190	MIA_HUMAN
50507	B3KQ17_HUMAN
50507	B7Z523_HUMAN
50507	B7Z529_HUMAN
50507	NOX4_HUMAN
23769	FLRT1_HUMAN
170589	GPHA2_HUMAN
55867	S22AB_HUMAN
8815	BAF_HUMAN
10897	A6NGW1_HUMAN
10897	A8K509_HUMAN
10897	YIF1A_HUMAN
55346	B3KQZ4_HUMAN
55346	T11L1_HUMAN
6768	ST14_HUMAN
9313	MMP20_HUMAN
838	CASP5_HUMAN
54766	BTG4_HUMAN
57453	DSCL1_HUMAN
6230	RS25_HUMAN
51144	DHB12_HUMAN
90952	ESAM_HUMAN
27034	ACAD8_HUMAN
27034	Q6ZWP6_HUMAN
338675	O5AP2_HUMAN
10394	PRG3_HUMAN
219970	GLYL2_HUMAN
54948	RM16_HUMAN
55048	VP37C_HUMAN
746	TM258_HUMAN
8192	CLPP_HUMAN
3939	LDHA_HUMAN
3939	V9HWB9_HUMAN
338323	NAL14_HUMAN
9019	A8K5D4_HUMAN
9019	MPZL1_HUMAN
7262	PHLA2_HUMAN
2346	FOLH1_HUMAN
3046	D9YZU7_HUMAN
3046	HBE_HUMAN
56675	NRIP3_HUMAN
6737	RO52_HUMAN
7351	UCP2_HUMAN
2350	FOLR2_HUMAN
4135	MAP6_HUMAN
10990	LIRB5_HUMAN
92979	MARH9_HUMAN
92979	Q8N9T1_HUMAN
4234	TRMB_HUMAN
56616	DBLOH_HUMAN
56616	K7X1S0_HUMAN
56616	Q502X2_HUMAN
4284	MIP_HUMAN
59284	CCG7_HUMAN
57696	DDX55_HUMAN
57696	Q8TEC9_HUMAN
51768	TM7S3_HUMAN
6778	A8K4S9_HUMAN
6778	B4DQB3_HUMAN
6778	STAT6_HUMAN
121227	LRIG3_HUMAN
85478	B4DXQ7_HUMAN
85478	CCD65_HUMAN
5801	PTPRR_HUMAN
5801	Q7Z2V8_HUMAN
3227	HXC11_HUMAN
64211	LHX5_HUMAN
51545	ZN581_HUMAN
23389	MD13L_HUMAN
50836	TA2R8_HUMAN
50856	CLC4A_HUMAN
10970	CKAP4_HUMAN
51147	ING4_HUMAN
5731	PE2R1_HUMAN
939	CD27_HUMAN
79023	NUP37_HUMAN
4815	F5H3L1_HUMAN
4815	F8WBZ3_HUMAN
4815	NINJ2_HUMAN
79602	ADR2_HUMAN
5756	TWF1_HUMAN
79022	T106C_HUMAN
83468	GL8D2_HUMAN
81575	A0AVN6_HUMAN
81575	APLD1_HUMAN
3736	KCNA1_HUMAN
10445	MCRS1_HUMAN
81602	CDAC1_HUMAN
81602	G8JLM2_HUMAN
5042	PABP3_HUMAN
5042	Q5VX58_HUMAN
386618	KCTD4_HUMAN
8100	B3KX42_HUMAN
8100	F5H6C2_HUMAN
8100	IFT88_HUMAN
5095	PCCA_HUMAN
8900	CCNA1_HUMAN
81693	AMNLS_HUMAN
5890	RA51B_HUMAN
9623	TCL1B_HUMAN
90589	ZN625_HUMAN
84684	INSM2_HUMAN
394	RHG05_HUMAN
283638	C170B_HUMAN
10278	EFS_HUMAN
60686	CN093_HUMAN
6297	B4DK65_HUMAN
6297	Q8N656_HUMAN
6297	SALL2_HUMAN
6035	RNAS1_HUMAN
6035	W0UV93_HUMAN
90809	TM55B_HUMAN
7597	ZBT25_HUMAN
5015	F1T0C9_HUMAN
5015	F1T0D0_HUMAN
5015	F1T0D1_HUMAN
5015	OTX2_HUMAN
1033	CDKN3_HUMAN
1033	F5H232_HUMAN
5836	PYGL_HUMAN
8748	ADA20_HUMAN
7371	UCK2_HUMAN
145482	PTGR2_HUMAN
145482	V9HW32_HUMAN
10577	G3V3E8_HUMAN
10577	NPC2_HUMAN
1734	A8K845_HUMAN
1734	IOD2_HUMAN
1734	Q9HCP7_HUMAN
115817	DHRS1_HUMAN
80017	B3KVU6_HUMAN
80017	CN159_HUMAN
80017	Q4LE40_HUMAN
10858	CP46A_HUMAN
29767	TMOD2_HUMAN
2585	B4DW43_HUMAN
2585	B7ZAX5_HUMAN
2585	GALK2_HUMAN
9153	Q2M2A7_HUMAN
9153	Q53H72_HUMAN
9153	S28A2_HUMAN
140691	TRI69_HUMAN
9493	KIF23_HUMAN
160	AP2A1_HUMAN
102	ADA10_HUMAN
4088	Q9P0T0_HUMAN
4088	SMAD3_HUMAN
26276	B3KQF6_HUMAN
26276	B7Z1N4_HUMAN
26276	F5H008_HUMAN
26276	VP33B_HUMAN
64963	RT11_HUMAN
6457	SH3G3_HUMAN
4909	NTF4_HUMAN
9051	J3KPG6_HUMAN
9051	PPIP1_HUMAN
254531	LPCT4_HUMAN
80349	WDR61_HUMAN
80021	TMM62_HUMAN
6692	SPIT1_HUMAN
10101	B7Z6P0_HUMAN
10101	H3BQR2_HUMAN
10101	NUBP2_HUMAN
6625	Q9UFS1_HUMAN
6625	RU17_HUMAN
653808	ZG16_HUMAN
1001	CADH3_HUMAN
26231	LRC29_HUMAN
10945	ERD21_HUMAN
374920	CS068_HUMAN
22980	TCF25_HUMAN
3049	HBAT_HUMAN
388272	CP087_HUMAN
51330	TNR12_HUMAN
1071	B4DMZ5_HUMAN
1071	CETP_HUMAN
78994	PRR14_HUMAN
84309	B2RD96_HUMAN
84309	SDOS_HUMAN
84309	W4VSQ8_HUMAN
808	B4DJ51_HUMAN
808	CALM_HUMAN
808	Q9BRL5_HUMAN
79152	FA2H_HUMAN
81691	REXON_HUMAN
10610	SIA7B_HUMAN
57597	BAHC1_HUMAN
2905	H0Y2V8_HUMAN
2905	NMDE3_HUMAN
2905	O15398_HUMAN
2905	Q8IW23_HUMAN
350383	GP142_HUMAN
126206	NALP5_HUMAN
5636	KPRB_HUMAN
4619	MYH1_HUMAN
22899	ARHGF_HUMAN
6346	CCL1_HUMAN
51264	RM27_HUMAN
55803	ADAP2_HUMAN
55803	Q2V6Q1_HUMAN
9094	U119A_HUMAN
124925	SEZ6_HUMAN
162514	B2KYM6_HUMAN
162514	TRPV3_HUMAN
51087	YBOX2_HUMAN
115024	5NT3B_HUMAN
3858	K1C10_HUMAN
85291	KRA42_HUMAN
79850	FA57A_HUMAN
8796	SCEL_HUMAN
43849	KLK12_HUMAN
43849	Q49AM7_HUMAN
54902	TTC19_HUMAN
6003	RGS13_HUMAN
23189	A8KAC4_HUMAN
23189	KANK1_HUMAN
23189	Q6PIB3_HUMAN
11184	M4K1_HUMAN
132014	B4DMZ3_HUMAN
132014	I17RE_HUMAN
55690	PACS1_HUMAN
89870	Q5SRL0_HUMAN
89870	TRI15_HUMAN
4994	OR3A1_HUMAN
1641	A8K340_HUMAN
1641	B4DM53_HUMAN
1641	DCX_HUMAN
23648	SSBP3_HUMAN
3781	KCNN2_HUMAN
9275	BCL7B_HUMAN
3363	5HT7R_HUMAN
4161	MC5R_HUMAN
23460	ABCA6_HUMAN
534	Q6NVJ2_HUMAN
534	VATG2_HUMAN
64170	CARD9_HUMAN
1280	CO2A1_HUMAN
127343	DMBX1_HUMAN
89122	TRIM4_HUMAN
943	A5D8T4_HUMAN
943	TNR8_HUMAN
23126	POGZ_HUMAN
863	MTG16_HUMAN
6885	M3K7_HUMAN
839	CASP6_HUMAN
3613	IMPA2_HUMAN
23345	SYNE1_HUMAN
5892	RA51D_HUMAN
24146	CLD15_HUMAN
7275	TUB_HUMAN
10678	B3GN2_HUMAN
7298	Q53Y97_HUMAN
7298	TYSY_HUMAN
5081	PAX7_HUMAN
3205	HXA9_HUMAN
2202	B2R6M6_HUMAN
2202	FBLN3_HUMAN
1308	COHA1_HUMAN
10403	A8K031_HUMAN
10403	NDC80_HUMAN
168374	C9IZS8_HUMAN
168374	V9HVY7_HUMAN
168374	ZNF92_HUMAN
3980	DNLI3_HUMAN
3980	E5KLB5_HUMAN
3980	E5KLB6_HUMAN
3773	A8K434_HUMAN
3773	K7EJR9_HUMAN
3773	KCJ16_HUMAN
3773	Q8N538_HUMAN
4160	MC4R_HUMAN
51666	ASB4_HUMAN
10423	A8K3L7_HUMAN
10423	B3KY94_HUMAN
10423	CDIPT_HUMAN
51320	MEX3C_HUMAN
125170	MID49_HUMAN
57325	CSR2B_HUMAN
548593	SLX1_HUMAN
284266	B4DVQ9_HUMAN
284266	SIG15_HUMAN
3200	A4D182_HUMAN
3200	B3KPN8_HUMAN
3200	HXA3_HUMAN
112	ADCY6_HUMAN
11120	BT2A1_HUMAN
84639	IL1FA_HUMAN
10077	TSN32_HUMAN
5192	PEX10_HUMAN
1440	CSF3_HUMAN
1440	Q6FH65_HUMAN
1440	Q8N4W3_HUMAN
84126	ATRIP_HUMAN
6837	MED22_HUMAN
51601	LIPT_HUMAN
3728	PLAK_HUMAN
10826	FXDC2_HUMAN
6137	A8K4C8_HUMAN
6137	RL13_HUMAN
1725	DHYS_HUMAN
59285	A6NFR2_HUMAN
59285	A6NP74_HUMAN
59285	CCG6_HUMAN
1438	CSF2R_HUMAN
2592	B2RAT6_HUMAN
2592	GALT_HUMAN
8646	CHRD_HUMAN
8646	E7ESX1_HUMAN
363	AQP6_HUMAN
23542	JIP2_HUMAN
139081	MAGC3_HUMAN
2534	FYN_HUMAN
79891	ZN671_HUMAN
51626	DC2L1_HUMAN
1727	NB5R3_HUMAN
84271	B4E0L0_HUMAN
84271	PDIP3_HUMAN
84271	Q659C6_HUMAN
976	CD97_HUMAN
6795	AURKC_HUMAN
30817	A0JNV7_HUMAN
30817	EMR2_HUMAN
80332	A2A2L3_HUMAN
80332	ADA33_HUMAN
5990	RFX2_HUMAN
5253	PHF2_HUMAN
1209	B3KQH2_HUMAN
1209	B4DDS3_HUMAN
1209	B4E2X9_HUMAN
1209	B7Z9X9_HUMAN
1209	CLPT1_HUMAN
1209	F5H8J3_HUMAN
6318	SPB4_HUMAN
57129	RM47_HUMAN
4843	NOS2_HUMAN
3572	D6RH03_HUMAN
3572	IL6RB_HUMAN
3572	Q17RA0_HUMAN
1158	B2R892_HUMAN
1158	KCRM_HUMAN
23087	E5RGB3_HUMAN
23087	TRI35_HUMAN
1457	CSK21_HUMAN
3809	KI2S4_HUMAN
3809	Q86VI6_HUMAN
3809	Q8NHJ0_HUMAN
9091	B2RAU6_HUMAN
9091	PIGQ_HUMAN
7789	ZXDA_HUMAN
9117	SC22C_HUMAN
6470	GLYC_HUMAN
83877	TM2D2_HUMAN
284340	VCC1_HUMAN
9462	A8K2P3_HUMAN
9462	NGAP_HUMAN
4193	A7UKX7_HUMAN
4193	A7UKX8_HUMAN
4193	A7UKX9_HUMAN
4193	G3XA89_HUMAN
4193	MDM2_HUMAN
4193	Q96DS0_HUMAN
83854	ANGL6_HUMAN
57590	Q9H8N9_HUMAN
57590	WDFY1_HUMAN
145270	PRIMA_HUMAN
10137	RBM12_HUMAN
9139	MTG8R_HUMAN
50700	K7ELF7_HUMAN
50700	RDH8_HUMAN
10922	FASTK_HUMAN
60437	CAD26_HUMAN
160851	A8K0I1_HUMAN
160851	B4DYW1_HUMAN
160851	DGKH_HUMAN
160851	F5GYP2_HUMAN
123041	NCKX4_HUMAN
53942	CNTN5_HUMAN
9365	KLOT_HUMAN
56477	A0N0Q3_HUMAN
56477	CCL28_HUMAN
29124	PP13_HUMAN
29	ABR_HUMAN
29	B7Z2X0_HUMAN
29	B7Z683_HUMAN
29	B7Z7Z1_HUMAN
29	Q6ZT60_HUMAN
55274	PHF10_HUMAN
128178	EDAD_HUMAN
26017	FA32A_HUMAN
9322	CIP4_HUMAN
9322	W4VSQ9_HUMAN
23370	ARHGI_HUMAN
126014	OSCAR_HUMAN
57106	NAT14_HUMAN
90379	DCA15_HUMAN
163049	ZN791_HUMAN
25959	KANK2_HUMAN
5424	DPOD1_HUMAN
5424	M0R2B7_HUMAN
5424	Q59FA0_HUMAN
2512	FRIL_HUMAN
8605	PA24C_HUMAN
1760	B4DM55_HUMAN
1760	B4DZE2_HUMAN
1760	DMPK_HUMAN
1760	E5KR05_HUMAN
1760	E5KR06_HUMAN
1760	E5KR07_HUMAN
1760	E5KR08_HUMAN
1760	I6L989_HUMAN
9424	B2RDS2_HUMAN
9424	KCNK6_HUMAN
116844	A2GL_HUMAN
116844	Q68CK4_HUMAN
199731	CADM4_HUMAN
113177	IZUM4_HUMAN
4145	F1T0G6_HUMAN
4145	MATK_HUMAN
5669	PSG1_HUMAN
8529	CP4F2_HUMAN
339318	B4DM69_HUMAN
339318	ZN181_HUMAN
79414	LRFN3_HUMAN
25999	CLIP3_HUMAN
26538	O10H2_HUMAN
57348	TTYH1_HUMAN
53615	MBD3_HUMAN
4713	NDUB7_HUMAN
513	ATPD_HUMAN
84365	MK67I_HUMAN
3685	ITAV_HUMAN
5270	GDN_HUMAN
165257	C1QL2_HUMAN
22930	B9A6J2_HUMAN
22930	RB3GP_HUMAN
10267	RAMP1_HUMAN
79172	CENPO_HUMAN
200150	PLD5_HUMAN
6819	ST1C2_HUMAN
6326	SCN2A_HUMAN
3623	INHA_HUMAN
7701	ZN142_HUMAN
57405	SPC25_HUMAN
54465	ETAA1_HUMAN
9173	ILRL1_HUMAN
5590	KPCZ_HUMAN
80818	ZN436_HUMAN
127294	MYOM3_HUMAN
1179	CLCA1_HUMAN
864	RUNX3_HUMAN
25973	SYPM_HUMAN
51477	INO1_HUMAN
149018	LELP1_HUMAN
54482	TRM13_HUMAN
79570	B7Z5F5_HUMAN
79570	NKAI1_HUMAN
55740	ENAH_HUMAN
64754	SMYD3_HUMAN
10022	INSL5_HUMAN
2635	GBP3_HUMAN
11266	DUS12_HUMAN
4259	MGST3_HUMAN
4259	Q5VV89_HUMAN
7135	TNNI1_HUMAN
3284	3BHS2_HUMAN
6000	RGS7_HUMAN
57130	AT131_HUMAN
1263	PLK3_HUMAN
4595	D3DPZ6_HUMAN
4595	E5KP25_HUMAN
4595	E5KP26_HUMAN
4595	E5KP27_HUMAN
4595	E5KP28_HUMAN
4595	MUTYH_HUMAN
4209	MEF2D_HUMAN
57127	RHBG_HUMAN
9181	ARHG2_HUMAN
51032	CEL2B_HUMAN
51032	Q6ISP9_HUMAN
84432	PROK1_HUMAN
81448	OR6K2_HUMAN
270	AMPD1_HUMAN
79679	VTCN1_HUMAN
84243	ZDH18_HUMAN
126789	PUSL1_HUMAN
5202	B1AQP2_HUMAN
5202	PFD2_HUMAN
89866	SC16B_HUMAN
3604	TNR9_HUMAN
6814	STXB3_HUMAN
4868	NPHN_HUMAN
259266	ASPM_HUMAN
259266	B3KWI2_HUMAN
5236	B4DDQ8_HUMAN
5236	B7Z6C2_HUMAN
5236	PGM1_HUMAN
6894	TARB1_HUMAN
57822	GRHL3_HUMAN
25896	INT7_HUMAN
51706	NB5R1_HUMAN
94025	B3KY81_HUMAN
94025	B5ME49_HUMAN
94025	MUC16_HUMAN
5174	NHRF3_HUMAN
84320	ACBD6_HUMAN
84320	B2RAA8_HUMAN
6905	TBCE_HUMAN
7678	ZN124_HUMAN
25805	BAMBI_HUMAN
84449	B3KSN8_HUMAN
84449	F5H0A3_HUMAN
84449	Q6P2E6_HUMAN
84449	ZN333_HUMAN
10613	D3DR65_HUMAN
10613	ERLN1_HUMAN
2662	BMP3B_HUMAN
2662	Q8N6T2_HUMAN
3434	IFIT1_HUMAN
10360	NPM3_HUMAN
6877	TAF5_HUMAN
219699	UNC5B_HUMAN
8509	B4DU70_HUMAN
8509	B4E139_HUMAN
8509	NDST2_HUMAN
8509	S4R438_HUMAN
10531	PREP_HUMAN
7479	WNT8B_HUMAN
1562	CP2CI_HUMAN
1562	Q7Z348_HUMAN
6571	VMAT2_HUMAN
196792	FA24B_HUMAN
126541	O10H4_HUMAN
1643	DDB2_HUMAN
1351	COX8A_HUMAN
1351	Q53XN1_HUMAN
10938	B2R5U3_HUMAN
10938	EHD1_HUMAN
10004	NALDL_HUMAN
117144	CTSR1_HUMAN
28960	DCPS_HUMAN
4316	MMP7_HUMAN
23621	B7Z3K2_HUMAN
23621	B7Z3Z4_HUMAN
23621	BACE1_HUMAN
23621	Q5W9H2_HUMAN
84811	BUD13_HUMAN
79684	MSD2_HUMAN
81309	OR4CF_HUMAN
8501	LAT3_HUMAN
2694	IF_HUMAN
